# Time-averaged data for fix 4
# TimeStep c_3[1] c_3[2] c_3[3] c_3[4]
21594 -0.0914116 0.100751 0.0406263 0.0499652
21596 -0.093546 0.109039 0.0403404 0.0558332
21598 -0.095245 0.116688 0.0397775 0.0612203
21600 -0.0964816 0.123601 0.0389418 0.0660608
21602 -0.0972294 0.129692 0.0378356 0.0702983
21604 -0.0974606 0.134889 0.0364552 0.0738834
21606 -0.0971526 0.139125 0.0347916 0.0767635
21608 -0.0962895 0.142336 0.0328327 0.078879
21610 -0.094863 0.144464 0.0305619 0.080163
21612 -0.0928707 0.145458 0.0279594 0.0805463
21614 -0.0903191 0.145263 0.0250052 0.0799496
21616 -0.0872272 0.143834 0.0216827 0.0782893
21618 -0.0836222 0.141124 0.017982 0.0754837
21620 -0.0795402 0.137095 0.0138991 0.0714539
21622 -0.0750244 0.131719 0.00943855 0.0661332
21624 -0.0701264 0.124987 0.00461513 0.0594761
21626 -0.0649003 0.116907 -0.000545657 0.0514606
21628 -0.059405 0.107505 -0.00601085 0.0420887
21630 -0.0536937 0.0968303 -0.011735 0.0314017
21632 -0.0478142 0.0849542 -0.0176673 0.0194727
21634 -0.0418145 0.0719709 -0.023748 0.00640836
21636 -0.0357326 0.0579913 -0.0299111 -0.00765241
21638 -0.0296027 0.0431439 -0.0360844 -0.0225432
21640 -0.023454 0.0275687 -0.0421877 -0.038073
21642 -0.017312 0.0114085 -0.0481342 -0.0540376
21644 -0.0111997 -0.00519649 -0.0538336 -0.0702298
21646 -0.00513958 -0.0221067 -0.0591945 -0.0864408
21648 0.000850333 -0.0391925 -0.0641229 -0.102465
21650 0.00674799 -0.0563371 -0.0685289 -0.118118
21652 0.0125278 -0.0734353 -0.0723254 -0.133233
21654 0.0181639 -0.0903951 -0.0754339 -0.147665
21656 0.0236265 -0.107134 -0.0777876 -0.161295
21658 0.0288892 -0.123578 -0.0793316 -0.17402
21660 0.0339258 -0.139661 -0.0800231 -0.185758
21662 0.0387081 -0.155317 -0.0798316 -0.196441
21664 0.0432126 -0.170479 -0.0787445 -0.206011
21666 0.0474153 -0.185073 -0.0767597 -0.214417
21668 0.0512957 -0.199012 -0.0738941 -0.221611
21670 0.0548407 -0.212201 -0.0701786 -0.227539
21672 0.0580433 -0.22453 -0.0656568 -0.232144
21674 0.0609053 -0.235886 -0.0603824 -0.235363
21676 0.0634332 -0.246144 -0.0544209 -0.237132
21678 0.0656444 -0.255178 -0.0478433 -0.237377
21680 0.0675649 -0.262864 -0.0407324 -0.236031
21682 0.0692292 -0.269078 -0.0331656 -0.233014
21684 0.0706786 -0.273708 -0.0252177 -0.228247
21686 0.0719621 -0.276659 -0.0169627 -0.22166
21688 0.0731326 -0.277854 -0.00846941 -0.213191
21690 0.0742498 -0.277236 0.000204007 -0.202782
21692 0.0753724 -0.27478 0.00900933 -0.190398
21694 0.0765623 -0.270489 0.0179022 -0.176025
21696 0.0778844 -0.264391 0.026845 -0.159662
21698 0.0794038 -0.256548 0.0358086 -0.141335
21700 0.0811837 -0.247051 0.0447634 -0.121104
21702 0.0832853 -0.236018 0.053682 -0.0990505
21704 0.0857684 -0.223587 0.0625361 -0.0752821
21706 0.0886869 -0.209922 0.0712879 -0.0499473
21708 0.0920804 -0.195205 0.0798941 -0.0232308
21710 0.095979 -0.179634 0.0883092 0.00465444
21712 0.100395 -0.163411 0.0964775 0.0334618
21714 0.105325 -0.146745 0.104332 0.0629118
21716 0.110742 -0.129848 0.111802 0.0926964
21718 0.116599 -0.112925 0.118824 0.122498
21720 0.122834 -0.0961739 0.125332 0.151993
21722 0.129363 -0.0797803 0.13127 0.180853
21724 0.136093 -0.0639177 0.136584 0.208759
21726 0.142915 -0.0487347 0.141232 0.235412
21728 0.149716 -0.0343656 0.145191 0.260541
21730 0.156375 -0.0209243 0.148451 0.283902
21732 0.162784 -0.00850426 0.151013 0.305293
21734 0.168833 0.0028232 0.152896 0.324552
21736 0.174427 0.013008 0.154125 0.34156
21738 0.17948 0.0220229 0.154735 0.356238
21740 0.183916 0.0298639 0.154759 0.368539
21742 0.187669 0.0365457 0.154234 0.378449
21744 0.190686 0.0421059 0.153194 0.385986
21746 0.192917 0.0465976 0.151668 0.391183
21748 0.194319 0.0500952 0.149679 0.394093
21750 0.194851 0.0526876 0.147248 0.394786
21752 0.194476 0.0544735 0.14438 0.393329
21754 0.193159 0.0555622 0.141074 0.389795
21756 0.190874 0.0560724 0.137327 0.384273
21758 0.187604 0.0561246 0.133129 0.376857
21760 0.183332 0.0558377 0.128468 0.367638
21762 0.178051 0.0553246 0.12333 0.356706
21764 0.171764 0.0546898 0.117706 0.344159
21766 0.164478 0.0540169 0.111587 0.330082
21768 0.156206 0.0533763 0.104972 0.314554
21770 0.146969 0.0528188 0.0978601 0.297648
21772 0.136793 0.0523724 0.0902527 0.279418
21774 0.125711 0.0520471 0.0821545 0.259912
21776 0.113757 0.051836 0.0735746 0.239167
21778 0.100968 0.0517139 0.0645223 0.217204
21780 0.0873823 0.0516416 0.0550105 0.194034
21782 0.0730405 0.0515714 0.0450491 0.169661
21784 0.0579853 0.0514507 0.0346551 0.144091
21786 0.0422601 0.0512298 0.0238498 0.11734
21788 0.0259095 0.0508619 0.0126567 0.0894281
21790 0.00898031 0.0503004 0.00110266 0.0603834
21792 -0.00848045 0.049509 -0.0107773 0.0302512
21794 -0.0264223 0.0484607 -0.0229402 -0.000901859
21796 -0.0447943 0.0471367 -0.0353351 -0.0329927
21798 -0.0635481 0.0455263 -0.0479012 -0.0659231
21800 -0.0826236 0.0436322 -0.0605757 -0.099567
21802 -0.101954 0.0414637 -0.0732862 -0.133776
21804 -0.121465 0.0390387 -0.0859552 -0.168381
21806 -0.141071 0.0363861 -0.098503 -0.203188
21808 -0.160679 0.0335446 -0.110848 -0.237983
21810 -0.18018 0.0305605 -0.122913 -0.272532
21812 -0.199453 0.0274879 -0.134617 -0.306583
21814 -0.218367 0.02439 -0.145887 -0.339864
21816 -0.236773 0.0213313 -0.156651 -0.372093
21818 -0.254513 0.0183812 -0.166845 -0.402978
21820 -0.27142 0.0156147 -0.176414 -0.432219
21822 -0.287318 0.0131086 -0.185305 -0.459514
21824 -0.302029 0.0109389 -0.193472 -0.484562
21826 -0.315367 0.00917962 -0.200877 -0.507064
21828 -0.327148 0.00790121 -0.207485 -0.526733
21830 -0.337192 0.00717074 -0.213273 -0.543295
21832 -0.345324 0.00704627 -0.218219 -0.556497
21834 -0.351382 0.00758278 -0.222308 -0.566108
21836 -0.355215 0.00882927 -0.225533 -0.571919
21838 -0.356691 0.0108285 -0.227885 -0.573748
21840 -0.355693 0.0136215 -0.229359 -0.57143
21842 -0.352126 0.0172429 -0.229947 -0.56483
21844 -0.345923 0.0217205 -0.229646 -0.553849
21846 -0.337045 0.0270782 -0.228451 -0.538417
21848 -0.325479 0.0333349 -0.226355 -0.518499
21850 -0.311246 0.0404927 -0.223348 -0.494101
21852 -0.294402 0.0485446 -0.219415 -0.465272
21854 -0.275034 0.0574731 -0.214541 -0.432102
21856 -0.253261 0.0672453 -0.208705 -0.394721
21858 -0.229239 0.0778103 -0.201885 -0.353313
21860 -0.203154 0.0891038 -0.194055 -0.308106
21862 -0.17522 0.101046 -0.18519 -0.259363
21864 -0.145677 0.113541 -0.175264 -0.207399
21866 -0.114792 0.126479 -0.164258 -0.152571
21868 -0.0828551 0.139739 -0.152159 -0.0952758
21870 -0.0501726 0.153192 -0.138958 -0.0359384
21872 -0.017066 0.166706 -0.124661 0.0249789
21874 0.0161295 0.18014 -0.109285 0.0869843
21876 0.0490823 0.193352 -0.0928573 0.149577
21878 0.0814711 0.206198 -0.0754243 0.212245
21880 0.112981 0.218529 -0.0570492 0.27446
21882 0.143315 0.230188 -0.0378144 0.335688
21884 0.172201 0.241016 -0.0178206 0.395396
21886 0.199395 0.250847 0.00281299 0.453055
21888 0.224686 0.259515 0.0239456 0.508147
21890 0.247893 0.266861 0.045413 0.560167
21892 0.268878 0.272722 0.0670296 0.60863
21894 0.287536 0.276944 0.0885879 0.653068
21896 0.303796 0.279387 0.109863 0.693045
21898 0.317616 0.279926 0.13061 0.728152
21900 0.328983 0.27846 0.150578 0.758021
21902 0.33791 0.274912 0.169507 0.782329
21904 0.344429 0.269237 0.187139 0.800806
21906 0.348588 0.261425 0.203228 0.813241
21908 0.350449 0.251499 0.217538 0.819485
21910 0.350084 0.23952 0.229858 0.819462
21912 0.34758 0.225579 0.240011 0.813169
21914 0.343028 0.209793 0.247851 0.800672
21916 0.336532 0.192298 0.253277 0.782107
21918 0.328206 0.173252 0.256229 0.757686
21920 0.318166 0.152823 0.256691 0.727679
21922 0.306535 0.131185 0.254697 0.692417
21924 0.293441 0.108514 0.250321 0.652277
21926 0.279014 0.0849876 0.243684 0.607686
21928 0.263387 0.0607765 0.234941 0.559104
21930 0.246691 0.036048 0.224282 0.507021
21932 0.22906 0.0109689 0.211925 0.451954
21934 0.210626 -0.0142993 0.198109 0.394436
21936 0.191524 -0.0395977 0.183085 0.335011
21938 0.171882 -0.0647702 0.167116 0.274228
21940 0.151828 -0.0896608 0.150466 0.212633
21942 0.131486 -0.11412 0.133398 0.150764
21944 0.110976 -0.138 0.116168 0.0891442
21946 0.0904103 -0.161156 0.0990223 0.0282769
21948 0.0698938 -0.183451 0.0821943 -0.0313633
21950 0.0495342 -0.204758 0.0658982 -0.0893253
21952 0.029429 -0.224955 0.0503278 -0.145198
21954 0.00967452 -0.243933 0.0356592 -0.198599
21956 -0.0096374 -0.261592 0.0220472 -0.249182
21958 -0.0284122 -0.277847 0.00962499 -0.296634
21960 -0.0465561 -0.292619 -0.00149922 -0.340675
21962 -0.0639683 -0.305839 -0.0112396 -0.381047
21964 -0.0805445 -0.317444 -0.0195376 -0.417526
21966 -0.0961734 -0.327377 -0.0263589 -0.449909
21968 -0.110744 -0.335588 -0.0316872 -0.478019
21970 -0.124145 -0.342029 -0.0355298 -0.501704
21972 -0.136261 -0.34666 -0.0379198 -0.520841
21974 -0.146983 -0.349445 -0.0389126 -0.535341
21976 -0.156213 -0.350359 -0.0385873 -0.545159
21978 -0.163861 -0.34939 -0.0370466 -0.550298
21980 -0.169858 -0.346537 -0.0344145 -0.550809
21982 -0.174149 -0.341818 -0.0308341 -0.546801
21984 -0.176699 -0.335266 -0.0264698 -0.538434
21986 -0.177494 -0.326934 -0.0214958 -0.525924
21988 -0.176546 -0.316899 -0.0160958 -0.509541
21990 -0.173886 -0.30526 -0.0104582 -0.489605
21992 -0.169564 -0.292135 -0.00476693 -0.466466
21994 -0.163651 -0.277659 0.000804565 -0.440505
21996 -0.156232 -0.261985 0.00609739 -0.41212
21998 -0.147412 -0.245276 0.0109742 -0.381713
22000 -0.137312 -0.227706 0.0153224 -0.349695
22002 -0.126072 -0.209452 0.0190536 -0.31647
22004 -0.113843 -0.190692 0.0221103 -0.282425
22006 -0.100796 -0.171597 0.0244601 -0.247933
22008 -0.0871057 -0.152338 0.0260959 -0.213347
22010 -0.0729628 -0.133071 0.0270319 -0.179002
22012 -0.0585613 -0.113948 0.0273 -0.145209
22014 -0.044101 -0.0951081 0.0269454 -0.112264
22016 -0.0297796 -0.0766769 0.0260266 -0.0804298
22018 -0.0157905 -0.0587691 0.024608 -0.0499515
22020 -0.00231865 -0.0414916 0.0227577 -0.0210526
22022 0.0104618 -0.0249355 0.0205453 0.00607162
22024 0.022393 -0.00917932 0.0180336 0.0312473
22026 0.0333346 0.00570884 0.0152818 0.0543252
22028 0.0431635 0.0196733 0.0123428 0.0751796
22030 0.0517763 0.0326681 0.00926321 0.0937077
22032 0.0590929 0.0446623 0.00607457 0.10983
22034 0.0650517 0.0556298 0.00280267 0.123484
22036 0.0696133 0.0655599 -0.000536693 0.134637
22038 0.072762 0.0744516 -0.00393817 0.143275
22040 0.0744963 0.0823128 -0.00739674 0.149412
22042 0.0748344 0.0891608 -0.0109162 0.153079
22044 0.0738127 0.0950167 -0.0145047 0.154325
22046 0.0714852 0.0999049 -0.0181769 0.153213
22048 0.0679176 0.103849 -0.0219438 0.149823
22050 0.0631844 0.106876 -0.0258131 0.144248
22052 0.0573705 0.109008 -0.0297972 0.136581
22054 0.0505698 0.110255 -0.0339046 0.12692
22056 0.0428799 0.110622 -0.0381413 0.115361
22058 0.0344019 0.110101 -0.04251 0.101993
22060 0.0252352 0.108678 -0.0470084 0.0869052
22062 0.0154766 0.106331 -0.0516289 0.0701788
22064 0.00522147 0.103023 -0.056357 0.0518879
22066 -0.00543886 0.0987179 -0.061174 0.032105
22068 -0.0164142 0.0933793 -0.0660583 0.0109069
22070 -0.0276153 0.0869812 -0.0709868 -0.0116209
22072 -0.0389565 0.0795087 -0.0759281 -0.035376
22074 -0.0503492 0.0709606 -0.080852 -0.0602406
22076 -0.0617087 0.0613572 -0.0857267 -0.0860782
22078 -0.0729443 0.0507462 -0.0905204 -0.112719
22080 -0.0839625 0.0391995 -0.0951951 -0.139958
22082 -0.0946707 0.0268215 -0.0997083 -0.167558
22084 -0.104982 0.0137442 -0.104017 -0.195255
22086 -0.114813 0.00012726 -0.108075 -0.222761
22088 -0.124082 -0.0138423 -0.111829 -0.249753
22090 -0.132715 -0.0279587 -0.115226 -0.275899
22092 -0.140651 -0.0420041 -0.118216 -0.300871
22094 -0.147839 -0.0557516 -0.12075 -0.324341
22096 -0.154238 -0.0689754 -0.122779 -0.345992
22098 -0.159814 -0.0814532 -0.124266 -0.365533
22100 -0.164545 -0.0929834 -0.125184 -0.382713
22102 -0.168419 -0.103387 -0.125526 -0.397331
22104 -0.171422 -0.112512 -0.125297 -0.409232
22106 -0.173549 -0.12024 -0.124515 -0.418303
22108 -0.174796 -0.126481 -0.123211 -0.424488
22110 -0.175164 -0.13119 -0.121436 -0.427789
22112 -0.174649 -0.134354 -0.119248 -0.428251
22114 -0.17325 -0.13599 -0.116713 -0.425954
22116 -0.170964 -0.136151 -0.113905 -0.42102
22118 -0.167793 -0.134909 -0.110901 -0.413603
22120 -0.163734 -0.132363 -0.107772 -0.403869
22122 -0.15879 -0.128628 -0.104588 -0.392007
22124 -0.152971 -0.123835 -0.101407 -0.378214
22126 -0.146288 -0.118121 -0.098285 -0.362695
22128 -0.138766 -0.111634 -0.0952626 -0.345662
22130 -0.130429 -0.104521 -0.0923733 -0.327323
22132 -0.121314 -0.096931 -0.0896421 -0.307887
22134 -0.111468 -0.0890093 -0.0870833 -0.287561
22136 -0.100943 -0.0808925 -0.0847035 -0.266539
22138 -0.0897998 -0.0727109 -0.0824994 -0.24501
22140 -0.0781058 -0.0645877 -0.0804629 -0.223156
22142 -0.0659377 -0.0566322 -0.0785859 -0.201156
22144 -0.0533786 -0.0489467 -0.0768592 -0.179185
22146 -0.0405117 -0.0416215 -0.0752669 -0.1574
22148 -0.0274216 -0.0347347 -0.0737949 -0.135951
22150 -0.0141916 -0.0283506 -0.0724269 -0.114969
22152 -0.000904111 -0.0225205 -0.0711482 -0.0945728
22154 0.0123563 -0.0172828 -0.0699421 -0.0748686
22156 0.0255097 -0.012665 -0.0687941 -0.0559494
22158 0.0384852 -0.00867757 -0.0676858 -0.0378782
22160 0.0512089 -0.00531995 -0.0665994 -0.0207105
22162 0.0636087 -0.00257752 -0.0655119 -0.00448074
22164 0.0756165 -0.000426528 -0.0643958 0.0107942
22166 0.0871686 0.00116774 -0.0632254 0.0251109
22168 0.0982048 0.00225044 -0.0619711 0.0384842
22170 0.108668 0.00287584 -0.0606031 0.0509405
22172 0.118502 0.00309826 -0.0590893 0.0625108
22174 0.127655 0.00297416 -0.057393 0.073236
22176 0.136083 0.00256804 -0.0554776 0.0831737
22178 0.143747 0.00194191 -0.0533063 0.092383
22180 0.150616 0.00115601 -0.0508447 0.100927
22182 0.156665 0.000269256 -0.0480623 0.108872
22184 0.161876 -0.000658686 -0.0449323 0.116285
22186 0.16624 -0.00157234 -0.0414322 0.123236
22188 0.16975 -0.00241526 -0.0375474 0.129787
22190 0.172403 -0.00313225 -0.0332708 0.136
22192 0.1742 -0.003669 -0.0286007 0.14193
22194 0.175139 -0.00397881 -0.0235439 0.147617
22196 0.175224 -0.00402124 -0.0181155 0.153088
22198 0.17446 -0.00375903 -0.0123373 0.158364
22200 0.172856 -0.00316182 -0.00623852 0.163456
22202 0.170425 -0.00220475 0.000146001 0.168367
22204 0.167187 -0.000866734 0.00677791 0.173098
22206 0.16317 0.00086479 0.0136212 0.177656
22208 0.158405 0.00299463 0.020642 0.182041
22210 0.15293 0.00552264 0.0278107 0.186263
22212 0.14679 0.00844129 0.0351023 0.190334
22214 0.140032 0.0117331 0.0424985 0.194264
22216 0.132711 0.0153725 0.0499871 0.198071
22218 0.124887 0.0193244 0.0575688 0.201781
22220 0.116622 0.0235443 0.0652515 0.205418
22222 0.107982 0.0279791 0.0730488 0.209009
22224 0.0990326 0.0325777 0.0809814 0.212592
22226 0.0898518 0.0372836 0.0890762 0.216212
22228 0.0805182 0.0420354 0.0973661 0.21992
22230 0.0711143 0.046773 0.105882 0.223769
22232 0.061728 0.0514403 0.114657 0.227825
22234 0.0524474 0.0559872 0.123723 0.232157
22236 0.0433646 0.0603706 0.1331 0.236836
22238 0.0345739 0.0645562 0.1428 0.24193
22240 0.0261721 0.0685167 0.152819 0.247508
22242 0.0182465 0.072238 0.163142 0.253627
22244 0.0108817 0.0757126 0.173732 0.260326
22246 0.00415585 0.0789468 0.184534 0.267636
22248 -0.00186627 0.0819514 0.195474 0.275559
22250 -0.00713132 0.0847475 0.206464 0.284081
22252 -0.0115994 0.0873635 0.217405 0.293169
22254 -0.0152414 0.0898362 0.228182 0.302777
22256 -0.0180481 0.0922056 0.238676 0.312833
22258 -0.0200181 0.0945166 0.248756 0.323255
22260 -0.0211619 0.096813 0.258293 0.333944
22262 -0.0215027 0.0991383 0.267162 0.344797
22264 -0.0210725 0.101534 0.275239 0.3557
22266 -0.0199148 0.104037 0.282408 0.366531
22268 -0.0180871 0.106681 0.288567 0.377161
22270 -0.0156509 0.109485 0.293623 0.387457
22272 -0.0126804 0.112467 0.297494 0.39728
22274 -0.00925449 0.11563 0.300112 0.406488
22276 -0.00546132 0.118966 0.301421 0.414926
22278 -0.00139177 0.12246 0.301374 0.422442
22280 0.0028586 0.126086 0.299938 0.428882
22282 0.00719168 0.129814 0.297082 0.434087
22284 0.0115137 0.133604 0.292789 0.437906
22286 0.0157325 0.13742 0.287046 0.440199
22288 0.0197609 0.141221 0.279842 0.440824
22290 0.0235171 0.144967 0.271167 0.439651
22292 0.0269241 0.14862 0.26102 0.436564
22294 0.0299118 0.152145 0.249402 0.431459
22296 0.0324156 0.155507 0.236315 0.424238
22298 0.0343765 0.158671 0.221771 0.414818
22300 0.035744 0.161597 0.205789 0.40313
22302 0.0364734 0.164244 0.1884 0.389117
22304 0.0365246 0.166566 0.169649 0.37274
22306 0.0358625 0.168516 0.149596 0.353974
22308 0.0344546 0.170041 0.12832 0.332816
22310 0.0322753 0.17108 0.105921 0.309277
22312 0.0293018 0.17157 0.0825171 0.283389
22314 0.0255148 0.171439 0.058246 0.2552
22316 0.0208963 0.17062 0.0332657 0.224782
22318 0.0154386 0.169051 0.00774679 0.192237
22320 0.00913453 0.166674 -0.0181326 0.157676
22322 0.00198452 0.163444 -0.044181 0.121248
22324 -0.00600262 0.159328 -0.0702047 0.0831211
22326 -0.0148094 0.154309 -0.0960079 0.0434918
22328 -0.0244081 0.148388 -0.121401 0.00257885
22330 -0.0347577 0.141585 -0.146201 -0.0393737
22332 -0.0458067 0.133932 -0.170237 -0.0821108
22334 -0.0574895 0.125483 -0.193359 -0.125366
22336 -0.0697251 0.116294 -0.215438 -0.168869
22338 -0.0824204 0.10643 -0.236365 -0.212356
22340 -0.0954711 0.0959544 -0.256058 -0.255575
22342 -0.108758 0.0849297 -0.274458 -0.298286
22344 -0.122156 0.0734118 -0.291524 -0.340268
22346 -0.135529 0.0614474 -0.307238 -0.38132
22348 -0.148738 0.0490702 -0.321592 -0.421259
22350 -0.161636 0.0363041 -0.334586 -0.459918
22352 -0.174076 0.0231622 -0.346228 -0.497142
22354 -0.185912 0.00965331 -0.356519 -0.532777
22356 -0.196997 -0.00421872 -0.365456 -0.566671
22358 -0.207186 -0.0184503 -0.373028 -0.598665
22360 -0.216335 -0.0330351 -0.379205 -0.628575
22362 -0.224304 -0.047958 -0.383948 -0.65621
22364 -0.23096 -0.0631966 -0.38721 -0.681367
22366 -0.236183 -0.0787167 -0.388937 -0.703836
22368 -0.239866 -0.0944682 -0.389069 -0.723403
22370 -0.241921 -0.110393 -0.387553 -0.739867
22372 -0.24228 -0.126422 -0.384347 -0.753049
22374 -0.240902 -0.142476 -0.379424 -0.762802
22376 -0.237767 -0.158462 -0.372777 -0.769006
22378 -0.232885 -0.174283 -0.364417 -0.771586
22380 -0.226293 -0.189835 -0.354383 -0.770511
22382 -0.218052 -0.205008 -0.342735 -0.765795
22384 -0.208247 -0.219681 -0.329554 -0.757483
22386 -0.196986 -0.233731 -0.314943 -0.74566
22388 -0.184392 -0.247031 -0.299016 -0.73044
22390 -0.170606 -0.259452 -0.281904 -0.711962
22392 -0.15578 -0.27086 -0.263742 -0.690382
22394 -0.140071 -0.28112 -0.244674 -0.665864
22396 -0.123641 -0.290093 -0.224843 -0.638576
22398 -0.106648 -0.297646 -0.204393 -0.608687
22400 -0.0892457 -0.303645 -0.183466 -0.576356
22402 -0.0715806 -0.307957 -0.162198 -0.541735
22404 -0.0537878 -0.310464 -0.140727 -0.504979
22406 -0.0359917 -0.311058 -0.119188 -0.466238
22408 -0.0183087 -0.309641 -0.0977098 -0.425659
22410 -0.000841588 -0.306131 -0.0764259 -0.383399
22412 0.0163208 -0.300471 -0.0554593 -0.33961
22414 0.0331007 -0.292624 -0.0349386 -0.294462
22416 0.0494289 -0.282575 -0.0149905 -0.248137
22418 0.0652495 -0.270333 0.0042618 -0.200821
22420 0.0805149 -0.255935 0.0226978 -0.152723
22422 0.0951873 -0.239453 0.0401983 -0.104067
22424 0.109235 -0.220986 0.0566488 -0.0551017
22426 0.122635 -0.200663 0.0719404 -0.00608715
22428 0.135366 -0.178645 0.0859689 0.0426895
22430 0.147413 -0.155126 0.0986365 0.0909235
22432 0.158757 -0.130326 0.109858 0.138289
22434 0.169382 -0.104489 0.119564 0.184457
22436 0.179269 -0.0778835 0.127704 0.229089
22438 0.188398 -0.0507971 0.134247 0.271848
22440 0.19675 -0.0235314 0.139184 0.312404
22442 0.204302 0.0036077 0.142532 0.350441
22444 0.211029 0.0303128 0.14433 0.385672
22446 0.216912 0.0562849 0.144646 0.417843
22448 0.221932 0.0812349 0.143582 0.446748
22450 0.22607 0.104894 0.141263 0.472226
22452 0.229308 0.127014 0.137848 0.494171
22454 0.231637 0.147377 0.133515 0.512529
22456 0.233055 0.165794 0.12847 0.527319
22458 0.233565 0.182115 0.122937 0.538616
22460 0.233171 0.196217 0.117153 0.546541
22462 0.231888 0.208017 0.111362 0.551266
22464 0.229735 0.217465 0.105807 0.553007
22466 0.226731 0.224547 0.100727 0.552005
22468 0.222902 0.229281 0.0963417 0.548525
22470 0.218275 0.23172 0.0928567 0.542852
22472 0.212878 0.231948 0.0904478 0.535273
22474 0.206732 0.230072 0.089254 0.526058
22476 0.199859 0.226231 0.0893754 0.515465
22478 0.192269 0.220579 0.0908715 0.503719
22480 0.183961 0.213292 0.0937574 0.49101
22482 0.174927 0.204559 0.0980065 0.477493
22484 0.165149 0.194578 0.10355 0.463277
22486 0.154598 0.183555 0.110281 0.448434
22488 0.143244 0.171697 0.118058 0.432999
22490 0.13105 0.159206 0.126716 0.416972
22492 0.117985 0.146278 0.136064 0.400327
22494 0.104023 0.133095 0.145895 0.383013
22496 0.0891625 0.119825 0.155994 0.364981
22498 0.0734176 0.106621 0.166139 0.346178
22500 0.0568364 0.0936219 0.176117 0.326575
22502 0.0394998 0.08095 0.185724 0.306174
22504 0.0215308 0.0687097 0.194769 0.285009
22506 0.00308995 0.0569877 0.203083 0.263161
22508 -0.0156321 0.0458563 0.21052 0.240744
22510 -0.0344117 0.0353709 0.216961 0.21792
22512 -0.0529959 0.0255753 0.222318 0.194897
22514 -0.0711164 0.0164999 0.226529 0.171913
22516 -0.0885039 0.00816119 0.22956 0.149217
22518 -0.104891 0.000562565 0.231406 0.127078
22520 -0.120025 -0.00630714 0.232087 0.105755
22522 -0.133678 -0.0124774 0.231643 0.0854878
22524 -0.145663 -0.0179898 0.230136 0.066483
22526 -0.155829 -0.0228993 0.227638 0.0489096
22528 -0.164074 -0.0272744 0.224239 0.0328907
22530 -0.170345 -0.0311963 0.220033 0.0184915
22532 -0.174639 -0.0347523 0.215114 0.00572311
22534 -0.177003 -0.0380352 0.209578 -0.00546003
22536 -0.177525 -0.0411346 0.203517 -0.0151421
22538 -0.176338 -0.044138 0.197019 -0.0234567
22540 -0.173606 -0.0471262 0.190162 -0.0305694
22542 -0.169518 -0.0501705 0.18302 -0.0366683
22544 -0.164284 -0.0533251 0.175658 -0.0419509
22546 -0.158127 -0.0566227 0.168138 -0.0466115
22548 -0.151274 -0.0600754 0.160509 -0.0508401
22550 -0.143951 -0.0636751 0.152818 -0.0548084
22552 -0.13638 -0.0673908 0.145112 -0.058659
22554 -0.128767 -0.0711667 0.137432 -0.0625016
22556 -0.121308 -0.0749308 0.129814 -0.0664252
22558 -0.11418 -0.0785968 0.122285 -0.0704911
22560 -0.107541 -0.0820636 0.114865 -0.0747395
22562 -0.101527 -0.0852216 0.107558 -0.0791911
22564 -0.0962415 -0.0879581 0.100359 -0.0838406
22566 -0.0917524 -0.090158 0.0932475 -0.0886629
22568 -0.0880986 -0.0917141 0.0861901 -0.0936226
22570 -0.0852814 -0.0925297 0.0791319 -0.0986792
22572 -0.0832623 -0.092523 0.0720077 -0.103778
22574 -0.0819681 -0.0916335 0.0647421 -0.10886
22576 -0.0812884 -0.089819 0.0572512 -0.113856
22578 -0.0810855 -0.0870584 0.049449 -0.118695
22580 -0.0811999 -0.0833629 0.0412492 -0.123314
22582 -0.0814518 -0.0787667 0.0325734 -0.127645
22584 -0.0816537 -0.0733321 0.0233538 -0.131632
22586 -0.0816163 -0.0671477 0.0135401 -0.135224
22588 -0.0811575 -0.060322 0.00310482 -0.138375
22590 -0.0801086 -0.0529792 -0.00795546 -0.141043
22592 -0.0783204 -0.0452603 -0.0196155 -0.143196
22594 -0.0756745 -0.0373121 -0.0318227 -0.144809
22596 -0.0720727 -0.0292851 -0.0444961 -0.145854
22598 -0.0674511 -0.0213288 -0.0575291 -0.146309
22600 -0.0617804 -0.0135891 -0.0707905 -0.14616
22602 -0.0550598 -0.00620087 -0.0841304 -0.145391
22604 -0.047315 0.000709806 -0.09738 -0.143985
22606 -0.0385975 0.0070337 -0.110366 -0.14193
22608 -0.0289802 0.0126769 -0.122911 -0.139214
22610 -0.0185479 0.0175631 -0.134842 -0.135826
22612 -0.00740188 0.0216284 -0.145993 -0.131766
22614 0.00434973 0.024822 -0.156218 -0.127046
22616 0.0165951 0.0271029 -0.165392 -0.121694
22618 0.0292257 0.0284406 -0.173414 -0.115747
22620 0.0421363 0.0288127 -0.180206 -0.109257
22622 0.0552238 0.0281999 -0.185726 -0.102302
22624 0.0683944 0.0265912 -0.189953 -0.0949671
22626 0.0815606 0.0239798 -0.192897 -0.0873567
22628 0.094632 0.0203666 -0.194593 -0.0795946
22630 0.107526 0.0157567 -0.195093 -0.0718099
22632 0.120161 0.0101656 -0.194467 -0.0641405
22634 0.132452 0.00362041 -0.192803 -0.0567307
22636 0.144316 -0.00383951 -0.190198 -0.0497212
22638 0.155669 -0.0121571 -0.186755 -0.0432429
22640 0.166425 -0.0212574 -0.182585 -0.0374171
22642 0.1765 -0.0310449 -0.177796 -0.032341
