# Time-averaged data for fix 4
# TimeStep c_3[1] c_3[2] c_3[3] c_3[4]
11258 0.132932 0.0804784 -0.18868 0.0247311
11260 0.124623 0.0740184 -0.181731 0.0169103
11262 0.115712 0.0682035 -0.173049 0.0108672
11264 0.106248 0.0630595 -0.162644 0.00666336
11266 0.0962864 0.0585986 -0.150563 0.00432177
11268 0.0858835 0.0548241 -0.136892 0.00381565
11270 0.0750983 0.0517272 -0.121748 0.00507768
11272 0.0639955 0.0492962 -0.105277 0.00801443
11274 0.0526405 0.0475155 -0.0876564 0.0124996
11276 0.0411022 0.0463679 -0.0690798 0.0183903
11278 0.029456 0.0458341 -0.0497584 0.0255318
11280 0.0177814 0.0459041 -0.0299135 0.0337721
11282 0.00615932 0.0465674 -0.00977 0.0429567
11284 -0.00532439 0.0478118 0.0104482 0.0529355
11286 -0.0165793 0.0496279 0.0305281 0.0635767
11288 -0.0275137 0.0520069 0.0502692 0.0747624
11290 -0.0380374 0.0549411 0.0694889 0.0863925
11292 -0.0480648 0.0584163 0.0880217 0.0983731
11294 -0.0575156 0.0624154 0.10572 0.11062
11296 -0.0663215 0.0669121 0.122453 0.123044
11298 -0.0744204 0.0718757 0.138112 0.135568
11300 -0.0817613 0.0772647 0.152605 0.148108
11302 -0.0883004 0.0830344 0.165851 0.160585
11304 -0.0940025 0.0891316 0.177779 0.172908
11306 -0.0988447 0.0954983 0.188328 0.184982
11308 -0.102811 0.102071 0.197446 0.196706
11310 -0.105882 0.108784 0.205078 0.20798
11312 -0.108042 0.115566 0.211176 0.218699
11314 -0.10928 0.122342 0.215689 0.228751
11316 -0.109587 0.129037 0.218573 0.238023
11318 -0.108952 0.135573 0.219782 0.246403
11320 -0.107367 0.141872 0.219275 0.25378
11322 -0.104825 0.147856 0.217022 0.260054
11324 -0.10132 0.153451 0.213003 0.265134
11326 -0.0968553 0.158588 0.207208 0.268941
11328 -0.0914374 0.163205 0.199644 0.271411
11330 -0.0850822 0.167242 0.19034 0.2725
11332 -0.0778191 0.17065 0.179345 0.272176
11334 -0.0696866 0.173391 0.166722 0.270426
11336 -0.0607359 0.175433 0.152558 0.267255
11338 -0.0510297 0.176752 0.136955 0.262678
11340 -0.040642 0.177331 0.120026 0.256715
11342 -0.0296534 0.17716 0.101897 0.249404
11344 -0.0181554 0.176238 0.0827029 0.240786
11346 -0.00624351 0.174577 0.0625856 0.230919
11348 0.00598008 0.172193 0.0416878 0.219861
11350 0.0184128 0.169107 0.0201555 0.207675
11352 0.0309523 0.16535 -0.00186323 0.194439
11354 0.0434991 0.160952 -0.0242174 0.180234
11356 0.055953 0.15595 -0.0467521 0.165151
11358 0.068217 0.15038 -0.0693077 0.14929
11360 0.0801918 0.144282 -0.0917193 0.132754
11362 0.0917844 0.137682 -0.113815 0.115651
11364 0.102902 0.130608 -0.135418 0.0980914
11366 0.113449 0.123085 -0.156344 0.0801898
11368 0.123336 0.115134 -0.176413 0.0620568
11370 0.13248 0.106768 -0.195438 0.0438089
11372 0.140801 0.097995 -0.213233 0.0255631
11374 0.148229 0.0888218 -0.229613 0.00743864
11376 0.154704 0.0792526 -0.244404 -0.0104479
11378 0.160172 0.0692935 -0.257441 -0.027976
11380 0.164591 0.0589553 -0.268567 -0.0450213
11382 0.167934 0.0482602 -0.277648 -0.0614534
11384 0.170185 0.0372361 -0.284562 -0.0771406
11386 0.17134 0.025919 -0.28921 -0.0919504
11388 0.17141 0.0143515 -0.291513 -0.105751
11390 0.170417 0.00259383 -0.291414 -0.118403
11392 0.168397 -0.00928706 -0.288882 -0.129772
11394 0.165396 -0.0212199 -0.283904 -0.139728
11396 0.161466 -0.0331335 -0.276498 -0.148166
11398 0.156663 -0.0449608 -0.2667 -0.154998
11400 0.15105 -0.0566417 -0.254572 -0.160164
11402 0.144689 -0.0681228 -0.240192 -0.163626
11404 0.137645 -0.0793619 -0.223662 -0.165378
11406 0.129982 -0.0903324 -0.205099 -0.165449
11408 0.121756 -0.10102 -0.184642 -0.163906
11410 0.113013 -0.111423 -0.162446 -0.160857
11412 0.103794 -0.12155 -0.138688 -0.156444
11414 0.0941228 -0.131414 -0.113561 -0.150852
11416 0.0840173 -0.141029 -0.0872742 -0.144286
11418 0.073479 -0.150408 -0.0600556 -0.136984
11420 0.0625 -0.159561 -0.0321461 -0.129207
11422 0.0510642 -0.168494 -0.00380085 -0.121231
11424 0.0391527 -0.177204 0.0247155 -0.113336
11426 0.0267447 -0.185679 0.0531307 -0.105804
11428 0.0138215 -0.193897 0.0811688 -0.098907
11430 0.000372974 -0.201829 0.108557 -0.0928988
11432 -0.0135995 -0.209438 0.135035 -0.0880022
11434 -0.028085 -0.216674 0.160346 -0.0844134
11436 -0.0430567 -0.223482 0.184246 -0.0822933
11438 -0.0584716 -0.229795 0.206512 -0.0817549
11440 -0.0742723 -0.23554 0.226941 -0.0828711
11442 -0.0903878 -0.24064 0.245351 -0.0856766
11444 -0.10673 -0.245013 0.261586 -0.0901576
11446 -0.123201 -0.248574 0.275517 -0.096258
11448 -0.139694 -0.251236 0.287045 -0.103885
11450 -0.156094 -0.252914 0.296097 -0.112911
11452 -0.172272 -0.253528 0.302625 -0.123176
11454 -0.188097 -0.253003 0.306612 -0.134487
11456 -0.203434 -0.251272 0.308063 -0.146643
11458 -0.218143 -0.248282 0.307006 -0.159418
11460 -0.232082 -0.24399 0.303496 -0.172576
11462 -0.245114 -0.238362 0.297607 -0.185869
11464 -0.257096 -0.231384 0.289434 -0.199046
11466 -0.267895 -0.22306 0.279092 -0.211863
11468 -0.27738 -0.213411 0.266709 -0.224081
11470 -0.285432 -0.202475 0.252435 -0.235472
11472 -0.291939 -0.190313 0.236434 -0.245818
11474 -0.2968 -0.177004 0.218885 -0.254918
11476 -0.299927 -0.162644 0.199982 -0.26259
11478 -0.301247 -0.147356 0.179929 -0.268675
11480 -0.300703 -0.131277 0.158949 -0.273031
11482 -0.298258 -0.114565 0.137276 -0.275547
11484 -0.293889 -0.0973938 0.11515 -0.276133
11486 -0.287593 -0.0799496 0.0928235 -0.274719
11488 -0.279385 -0.062427 0.0705505 -0.271262
11490 -0.269309 -0.0450279 0.0485826 -0.265754
11492 -0.257425 -0.0279528 0.0271716 -0.258207
11494 -0.243816 -0.0113966 0.00655643 -0.248657
11496 -0.228585 0.00445136 -0.0130388 -0.237173
11498 -0.211853 0.019417 -0.0314043 -0.22384
11500 -0.193765 0.0333437 -0.0483528 -0.208774
11502 -0.17448 0.0460933 -0.0637194 -0.192106
11504 -0.154173 0.0575511 -0.077358 -0.173979
11506 -0.13302 0.0676327 -0.0891491 -0.154537
11508 -0.111205 0.0762838 -0.0990003 -0.133922
11510 -0.088912 0.0834788 -0.106846 -0.112279
11512 -0.0663191 0.0892137 -0.11264 -0.089745
11514 -0.0436002 0.0935088 -0.116353 -0.0664446
11516 -0.0209249 0.0964079 -0.117985 -0.0425016
11518 0.00154862 0.0979688 -0.117551 -0.0180336
11520 0.0236705 0.09826 -0.115088 0.00684218
11522 0.0453003 0.0973627 -0.110652 0.0320113
11524 0.0663024 0.0953647 -0.104317 0.0573505
11526 0.0865545 0.0923562 -0.0961691 0.0827416
11528 0.105942 0.0884346 -0.0863131 0.108064
11530 0.124357 0.083696 -0.0748685 0.133184
11532 0.141696 0.0782375 -0.0619702 0.157963
11534 0.157867 0.0721594 -0.0477673 0.182259
11536 0.172784 0.0655619 -0.0324275 0.205918
11538 0.186376 0.0585479 -0.0161315 0.228793
11540 0.198578 0.0512166 0.000927932 0.250723
11542 0.20934 0.043662 0.0185488 0.271551
11544 0.218621 0.0359795 0.0365217 0.291122
11546 0.226392 0.0282598 0.0546335 0.309285
11548 0.23263 0.0205832 0.0726699 0.325884
11550 0.23732 0.0130236 0.0904215 0.340765
11552 0.240449 0.0056443 0.107682 0.353775
11554 0.242013 -0.00150906 0.124253 0.364757
11556 0.24201 -0.00839816 0.13995 0.373561
11558 0.240442 -0.0149975 0.154603 0.380047
11560 0.237313 -0.0212956 0.16806 0.384078
11562 0.232629 -0.0272883 0.180194 0.385535
11564 0.2264 -0.0329801 0.190902 0.384322
11566 0.218641 -0.0383796 0.200099 0.380361
11568 0.209373 -0.0434868 0.207731 0.373617
11570 0.198627 -0.048303 0.21377 0.364094
11572 0.186445 -0.0528196 0.218212 0.351837
11574 0.172878 -0.0570162 0.221078 0.33694
11576 0.157988 -0.0608583 0.222411 0.319541
11578 0.141851 -0.0642999 0.222267 0.299818
11580 0.124559 -0.0672798 0.220716 0.277995
11582 0.106216 -0.0697299 0.217838 0.254324
11584 0.0869395 -0.0715755 0.21372 0.229084
11586 0.0668637 -0.072741 0.208443 0.202566
11588 0.0461359 -0.0731584 0.202087 0.175064
11590 0.0249245 -0.07277 0.194724 0.146878
11592 0.00340999 -0.0715368 0.186409 0.118283
11594 -0.0182124 -0.0694385 0.177185 0.0895342
11596 -0.0397346 -0.0664764 0.167081 0.0608703
11598 -0.0609367 -0.0626775 0.156112 0.0324974
11600 -0.0815873 -0.0580938 0.144276 0.0045944
11602 -0.101453 -0.0528 0.131561 -0.0226921
11604 -0.120301 -0.0468898 0.117947 -0.049244
11606 -0.137911 -0.0404757 0.103412 -0.0749744
11608 -0.154068 -0.0336809 0.0879421 -0.0998068
11610 -0.168573 -0.0266338 0.0715356 -0.123671
11612 -0.18125 -0.0194641 0.054208 -0.146506
11614 -0.191953 -0.0122922 0.0359973 -0.168248
11616 -0.200563 -0.00522653 0.0169757 -0.188814
11618 -0.206993 0.00163807 -0.0027584 -0.208113
11620 -0.211188 0.0082203 -0.0230743 -0.226042
11622 -0.213127 0.0144566 -0.0438127 -0.242483
11624 -0.212816 0.0203023 -0.0647855 -0.2573
11626 -0.210295 0.0257317 -0.0857836 -0.270347
11628 -0.205629 0.030735 -0.106583 -0.281477
11630 -0.198906 0.0353133 -0.126953 -0.290546
11632 -0.190234 0.0394762 -0.146663 -0.297421
11634 -0.179742 0.0432358 -0.165498 -0.302004
11636 -0.167576 0.0466052 -0.183263 -0.304234
11638 -0.153895 0.0495937 -0.199791 -0.304092
11640 -0.138869 0.0522111 -0.214943 -0.3016
11642 -0.122671 0.0544647 -0.228615 -0.296821
11644 -0.105477 0.0563549 -0.240735 -0.289857
11646 -0.0874553 0.0578815 -0.251269 -0.280843
11648 -0.0687707 0.0590482 -0.260217 -0.269939
11650 -0.0495808 0.0598608 -0.267609 -0.257329
11652 -0.0300287 0.0603285 -0.273503 -0.243203
11654 -0.0102427 0.0604673 -0.277974 -0.227749
11656 0.00965903 0.0602986 -0.281117 -0.211159
11658 0.0295754 0.0598467 -0.283037 -0.193615
11660 0.0494155 0.0591419 -0.283847 -0.175289
11662 0.0690996 0.0582164 -0.28366 -0.156344
11664 0.0885554 0.057099 -0.282589 -0.136935
11666 0.107718 0.0558162 -0.280737 -0.117203
11668 0.126521 0.0543932 -0.2782 -0.0972855
11670 0.144899 0.0528476 -0.275058 -0.0773121
11672 0.162783 0.0511891 -0.271382 -0.0574103
11674 0.180104 0.0494211 -0.267226 -0.0377009
11676 0.196781 0.0475389 -0.262625 -0.0183058
11678 0.212722 0.0455338 -0.257597 0.000659179
11680 0.227835 0.0433924 -0.252148 0.0190791
11682 0.242023 0.0410928 -0.246266 0.0368498
11684 0.255183 0.0386149 -0.239924 0.0538733
11686 0.267211 0.0359389 -0.233095 0.0700553
11688 0.278002 0.033047 -0.225747 0.0853015
11690 0.287457 0.0299207 -0.21785 0.0995275
11692 0.295486 0.0265457 -0.209375 0.112657
11694 0.302006 0.0229108 -0.200304 0.124613
11696 0.306948 0.019006 -0.190639 0.135315
11698 0.310256 0.0148327 -0.180388 0.144701
11700 0.311893 0.0104014 -0.169578 0.152716
11702 0.311836 0.0057304 -0.158251 0.159315
11704 0.310083 0.000843247 -0.146458 0.164467
11706 0.306649 -0.00422568 -0.134258 0.168165
11708 0.301571 -0.00943344 -0.12171 0.170427
11710 0.294909 -0.0147253 -0.108871 0.171312
11712 0.286741 -0.0200382 -0.0957866 0.170916
11714 0.277155 -0.025305 -0.0824938 0.169356
11716 0.266254 -0.0304469 -0.069016 0.166791
11718 0.254156 -0.0353804 -0.0553596 0.163416
11720 0.240982 -0.0400208 -0.0415152 0.159446
11722 0.22686 -0.0442759 -0.0274646 0.15512
11724 0.211919 -0.0480551 -0.0131731 0.150691
11726 0.196286 -0.0512737 0.00140162 0.146414
11728 0.180083 -0.0538522 0.0163022 0.142533
11730 0.163426 -0.055721 0.0315651 0.13927
11732 0.146422 -0.0568249 0.0472193 0.136817
11734 0.129164 -0.0571201 0.06328 0.135324
11736 0.111735 -0.0565763 0.0797465 0.134905
11738 0.0942075 -0.0551836 0.0965956 0.135619
11740 0.0766418 -0.0529553 0.113781 0.137467
11742 0.059087 -0.0499262 0.131233 0.140393
11744 0.0415813 -0.0461516 0.148859 0.144288
11746 0.0241555 -0.0417103 0.166553 0.148998
11748 0.00683683 -0.0367037 0.184189 0.154322
11750 -0.0103481 -0.0312458 0.201627 0.160033
11752 -0.0273701 -0.0254635 0.218719 0.165885
11754 -0.0441968 -0.0194899 0.235311 0.171624
11756 -0.0607879 -0.0134616 0.251253 0.177004
11758 -0.0770958 -0.00751009 0.266398 0.181793
11760 -0.0930574 -0.0017604 0.280608 0.18579
11762 -0.108602 0.00368061 0.293754 0.188833
11764 -0.123648 0.00871769 0.305721 0.19079
11766 -0.138104 0.0132694 0.31641 0.191576
11768 -0.151872 0.0172736 0.32574 0.191142
11770 -0.164849 0.0206828 0.333648 0.189482
11772 -0.176934 0.0234591 0.340087 0.186612
11774 -0.188029 0.0255772 0.345023 0.182571
11776 -0.198042 0.0270161 0.348442 0.177415
11778 -0.206899 0.0277571 0.350343 0.171201
11780 -0.214537 0.0277919 0.350749 0.164004
11782 -0.220916 0.027109 0.349695 0.155889
11784 -0.226014 0.0257063 0.347239 0.146931
11786 -0.229834 0.0235861 0.343452 0.137204
11788 -0.232399 0.0207582 0.338432 0.126791
11790 -0.23375 0.0172416 0.332289 0.11578
11792 -0.233948 0.0130681 0.325155 0.104275
11794 -0.233063 0.0082813 0.317172 0.0923904
11796 -0.231177 0.00293484 0.30849 0.0802476
11798 -0.228376 -0.00290818 0.299264 0.0679798
11800 -0.224746 -0.00916946 0.289648 0.0557332
11802 -0.220374 -0.015766 0.279791 0.0436512
11804 -0.215345 -0.0226098 0.269825 0.0318697
11806 -0.209734 -0.0296074 0.25986 0.0205185
11808 -0.203605 -0.0366677 0.249985 0.00971274
11810 -0.197016 -0.0437044 0.240262 -0.000458915
11812 -0.190021 -0.0506368 0.230725 -0.00993285
11814 -0.182662 -0.0573911 0.221381 -0.0186721
11816 -0.174984 -0.0638992 0.212215 -0.026668
11818 -0.167023 -0.0701071 0.203186 -0.0339443
11820 -0.158822 -0.0759735 0.19424 -0.0405556
11822 -0.15043 -0.0814645 0.185307 -0.046587
11824 -0.141906 -0.0865542 0.176314 -0.0521464
11826 -0.133317 -0.0912238 0.167189 -0.0573515
11828 -0.124739 -0.0954655 0.157865 -0.0623396
11830 -0.116257 -0.0992731 0.148281 -0.0672488
11832 -0.107959 -0.102643 0.138388 -0.0722132
11834 -0.0999336 -0.105571 0.128148 -0.0773564
11836 -0.0922692 -0.108052 0.117535 -0.0827868
11838 -0.0850508 -0.110079 0.106536 -0.0885935
11840 -0.0783524 -0.11164 0.0951532 -0.0948394
11842 -0.0722342 -0.112718 0.0833976 -0.101554
11844 -0.0667411 -0.113289 0.0712933 -0.108737
11846 -0.0619042 -0.113326 0.0588747 -0.116356
11848 -0.0577334 -0.112792 0.0461838 -0.124342
11850 -0.0542264 -0.111652 0.0332621 -0.132616
11852 -0.0513655 -0.109871 0.0201562 -0.14108
11854 -0.0491193 -0.107415 0.00691393 -0.149621
11856 -0.0474392 -0.10426 -0.006423 -0.158122
11858 -0.0462671 -0.100386 -0.0198142 -0.166467
11860 -0.0455354 -0.0957846 -0.0332218 -0.174542
11862 -0.0451686 -0.0904623 -0.0466131 -0.182244
11864 -0.045089 -0.0844361 -0.0599579 -0.189483
11866 -0.0452199 -0.0777418 -0.0732282 -0.19619
11868 -0.0454848 -0.0704274 -0.0863933 -0.202305
11870 -0.0458111 -0.062556 -0.0994193 -0.207786
11872 -0.0461336 -0.0542063 -0.112268 -0.212608
11874 -0.0463901 -0.0454709 -0.124896 -0.216757
11876 -0.0465259 -0.036455 -0.137249 -0.22023
11878 -0.0464933 -0.0272735 -0.149271 -0.223038
11880 -0.0462478 -0.0180412 -0.160896 -0.225185
11882 -0.0457476 -0.00886905 -0.172055 -0.226671
11884 -0.0449589 0.000132964 -0.182674 -0.2275
11886 -0.0438584 0.00887256 -0.192683 -0.227669
11888 -0.0424263 0.0172666 -0.20201 -0.22717
11890 -0.0406505 0.0252504 -0.21059 -0.225991
11892 -0.0385279 0.0327814 -0.218366 -0.224112
11894 -0.0360676 0.0398371 -0.225285 -0.221515
11896 -0.0332894 0.0464165 -0.231304 -0.218177
11898 -0.0302194 0.0525382 -0.236391 -0.214072
11900 -0.0268927 0.0582385 -0.240524 -0.209179
11902 -0.0233482 0.0635691 -0.243697 -0.203476
11904 -0.0196232 0.0685919 -0.245911 -0.196943
11906 -0.0157548 0.0733757 -0.247186 -0.189565
11908 -0.0117684 0.0779914 -0.247551 -0.181328
11910 -0.0076828 0.0825083 -0.247049 -0.172224
11912 -0.00350112 0.086995 -0.245733 -0.162239
11914 0.000788599 0.0915154 -0.243664 -0.15136
11916 0.00521393 0.096128 -0.24091 -0.139568
11918 0.00981436 0.100881 -0.237543 -0.126848
11920 0.0146403 0.105811 -0.233632 -0.11318
11922 0.0197459 0.110949 -0.22924 -0.0985454
11924 0.0251856 0.116307 -0.224422 -0.0829293
11926 0.0310114 0.121892 -0.219233 -0.0663298
11928 0.0372631 0.127693 -0.213717 -0.0487607
11930 0.0439647 0.133688 -0.207906 -0.0302534
11932 0.0511159 0.139841 -0.201824 -0.0108666
11934 0.0586954 0.146104 -0.195485 0.00931398
11936 0.0666554 0.152412 -0.188901 0.030166
11938 0.0749293 0.158688 -0.182073 0.0515446
11940 0.0834313 0.164847 -0.175006 0.0732721
11942 0.0920567 0.170789 -0.167698 0.0951476
11944 0.100689 0.17641 -0.160149 0.116951
11946 0.109205 0.1816 -0.152367 0.138439
11948 0.117479 0.186244 -0.144366 0.159357
11950 0.125382 0.19023 -0.136155 0.179456
11952 0.132801 0.19345 -0.127745 0.198506
11954 0.139638 0.195805 -0.119151 0.216292
11956 0.145804 0.197201 -0.110382 0.232622
11958 0.151235 0.197555 -0.10145 0.247339
11960 0.155881 0.1968 -0.0923675 0.260314
11962 0.15971 0.194878 -0.0831388 0.27145
11964 0.162713 0.19175 -0.0737704 0.280693
11966 0.164898 0.187392 -0.0642651 0.288025
11968 0.166286 0.181803 -0.0546303 0.293458
11970 0.166904 0.174995 -0.0448722 0.297027
11972 0.166794 0.167003 -0.0350007 0.298796
11974 0.165991 0.157883 -0.0250291 0.298845
11976 0.16453 0.147709 -0.0149764 0.297263
11978 0.162447 0.136572 -0.00486653 0.294152
11980 0.159769 0.124577 0.00526771 0.289613
11982 0.156512 0.111842 0.0153888 0.283743
11984 0.152683 0.0984976 0.0254515 0.276632
11986 0.148281 0.0846766 0.0354044 0.268362
11988 0.143296 0.070513 0.0451926 0.259001
11990 0.137714 0.056139 0.0547497 0.248602
11992 0.131524 0.0416839 0.0640058 0.237214
11994 0.12472 0.0272706 0.0728828 0.224873
11996 0.1173 0.0130168 0.0813008 0.211618
11998 0.109275 -0.000971513 0.0891783 0.197482
12000 0.100666 -0.0145967 0.0964376 0.182507
12002 0.0915118 -0.0277672 0.103007 0.166752
12004 0.0818655 -0.0403992 0.108816 0.150283
12006 0.0717941 -0.0524151 0.113803 0.133182
12008 0.0613706 -0.0637435 0.117916 0.115543
12010 0.0506772 -0.0743159 0.121115 0.0974763
12012 0.0398025 -0.0840695 0.123369 0.0791024
12014 0.0288347 -0.0929464 0.124657 0.0605451
12016 0.0178644 -0.100891 0.124965 0.0419379
12018 0.00698664 -0.10786 0.12429 0.0234166
12020 -0.00370675 -0.113814 0.122637 0.00511575
12022 -0.0141247 -0.118724 0.120016 -0.0128329
12024 -0.0241795 -0.122569 0.116447 -0.0303013
12026 -0.033789 -0.125335 0.111961 -0.0471623
12028 -0.0428715 -0.127017 0.106591 -0.0632981
12030 -0.0513488 -0.127624 0.100383 -0.0785889
12032 -0.0591486 -0.127166 0.0934009 -0.0929133
12034 -0.0662099 -0.125661 0.0857161 -0.106155
12036 -0.0724831 -0.123131 0.077417 -0.118197
12038 -0.0779313 -0.119602 0.0686019 -0.128932
12040 -0.0825244 -0.115102 0.0593882 -0.138238
12042 -0.0862509 -0.109658 0.0499095 -0.145999
12044 -0.0891092 -0.103297 0.0403086 -0.152097
12046 -0.0911111 -0.0960436 0.0307334 -0.156421
12048 -0.0922732 -0.0879197 0.0213362 -0.158857
12050 -0.0926229 -0.0789426 0.0122664 -0.159299
12052 -0.0921905 -0.0691219 0.00366176 -0.157651
12054 -0.0910106 -0.0584742 -0.00435033 -0.153835
12056 -0.089127 -0.0470201 -0.0116625 -0.14781
12058 -0.0865852 -0.034783 -0.0181857 -0.139554
12060 -0.0834371 -0.021804 -0.0238532 -0.129094
12062 -0.0797349 -0.00813346 -0.0286258 -0.116494
12064 -0.0755314 0.00615399 -0.0324891 -0.101867
12066 -0.0708868 0.0209672 -0.0354496 -0.0853693
12068 -0.0658593 0.0361915 -0.037538 -0.0672057
12070 -0.0605097 0.0516942 -0.0388048 -0.0476203
12072 -0.0548952 0.0673248 -0.0393112 -0.0268817
12074 -0.0490671 0.0829169 -0.0391297 -0.00528
12076 -0.0430753 0.0982977 -0.0383406 0.0168818
12078 -0.0369602 0.113282 -0.0370282 0.0392933
12080 -0.0307518 0.127682 -0.0352778 0.0616521
12082 -0.0244713 0.141314 -0.0331737 0.0836687
12084 -0.0181254 0.153998 -0.0307979 0.105075
12086 -0.0117126 0.165566 -0.028228 0.125625
12088 -0.00522571 0.175854 -0.0255369 0.145091
12090 0.0013517 0.184713 -0.0227927 0.163272
12092 0.00803853 0.192009 -0.0200539 0.179993
12094 0.0148468 0.197621 -0.0173759 0.195092
12096 0.0217815 0.201448 -0.0148124 0.208417
12098 0.0288311 0.203404 -0.0124145 0.219821
12100 0.0359667 0.203424 -0.0102352 0.229155
12102 0.0431393 0.201464 -0.00832554 0.236278
12104 0.0502755 0.197501 -0.00673834 0.241038
12106 0.0572801 0.191539 -0.00552549 0.243294
12108 0.0640335 0.183607 -0.00473815 0.242903
12110 0.0703944 0.173761 -0.00442713 0.239729
12112 0.0762065 0.162082 -0.00463673 0.233652
12114 0.0813044 0.14868 -0.00540221 0.224582
12116 0.0855219 0.13369 -0.00674196 0.21247
12118 0.0886961 0.117261 -0.00865692 0.1973
12120 0.0906735 0.0995602 -0.0111269 0.179107
12122 0.0913237 0.0807595 -0.0141097 0.157974
12124 0.0905429 0.0610372 -0.0175402 0.13404
12126 0.0882517 0.0405661 -0.0213275 0.10749
12128 0.0844069 0.0195123 -0.0253642 0.078555
12130 0.078995 -0.00197026 -0.0295263 0.0474985
12132 0.0720436 -0.0237383 -0.0336808 0.0146245
12134 0.0636155 -0.0456578 -0.0376959 -0.0197382
12136 0.0538056 -0.0676061 -0.0414423 -0.0552428
12138 0.0427434 -0.0894606 -0.0448034 -0.0915206
12140 0.0305834 -0.111099 -0.0476806 -0.128197
12142 0.01751 -0.132396 -0.0499985 -0.164884
12144 0.00372421 -0.153214 -0.0517116 -0.201201
12146 -0.0105568 -0.173409 -0.0527991 -0.236765
12148 -0.0251035 -0.192829 -0.0532702 -0.271202
12150 -0.0396782 -0.211314 -0.0531589 -0.304151
12152 -0.0540444 -0.228699 -0.0525226 -0.335266
12154 -0.0679718 -0.244818 -0.0514387 -0.364228
12156 -0.0812448 -0.259508 -0.0499997 -0.390753
12158 -0.0936601 -0.272625 -0.0483035 -0.414589
12160 -0.105035 -0.284032 -0.0464521 -0.435519
12162 -0.115214 -0.293614 -0.044553 -0.45338
12164 -0.124069 -0.301274 -0.0427004 -0.468043
12166 -0.131501 -0.306945 -0.0409805 -0.479427
12168 -0.137441 -0.310588 -0.0394688 -0.487499
12170 -0.141849 -0.312186 -0.0382235 -0.492258
12172 -0.144706 -0.311747 -0.0372837 -0.493736
12174 -0.146016 -0.309303 -0.036674 -0.491994
12176 -0.145804 -0.304914 -0.0364014 -0.487119
12178 -0.144101 -0.298653 -0.0364561 -0.47921
12180 -0.140953 -0.290616 -0.036817 -0.468385
